"","Region","Year","Gender","Name","Count"
"10935","Total Belgium",2003,"Girls","Stéphanie",28
"10936","Total Belgium",2003,"Girls","Emilia",27
"10937","Total Belgium",2003,"Girls","Emy",27
"10938","Total Belgium",2003,"Girls","Gabrielle",27
"10939","Total Belgium",2003,"Girls","Selina",27
"10940","Total Belgium",2003,"Girls","Rebecca",27
"10941","Total Belgium",2003,"Girls","Anne",27
"10942","Total Belgium",2003,"Girls","Sana",27
"10943","Total Belgium",2003,"Girls","Frauke",27
"10944","Total Belgium",2003,"Girls","Jessy",27
"10945","Total Belgium",2003,"Girls","Lindsey",27
"10946","Total Belgium",2003,"Girls","Angelina",26
"10947","Total Belgium",2003,"Girls","Emelyne",26
"10948","Total Belgium",2003,"Girls","Constance",26
"10949","Total Belgium",2003,"Girls","Nadia",26
"10950","Total Belgium",2003,"Girls","Isabelle",26
"10951","Total Belgium",2003,"Girls","Vanessa",26
"10952","Total Belgium",2003,"Girls","Angie",26
"10953","Total Belgium",2003,"Girls","Davina",26
"10954","Total Belgium",2003,"Girls","Siham",26
"10955","Total Belgium",2003,"Girls","Ornella",26
"10956","Total Belgium",2003,"Girls","Ludivine",26
"10957","Total Belgium",2003,"Girls","Axana",26
"10958","Total Belgium",2003,"Girls","Kirsten",26
"10959","Total Belgium",2003,"Girls","Cynthia",26
"10960","Total Belgium",2003,"Girls","Jitske",26
"10961","Total Belgium",2003,"Girls","Sita",26
"10962","Total Belgium",2003,"Girls","Maryam",25
"10963","Total Belgium",2003,"Girls","Zeynep",25
"10964","Total Belgium",2003,"Girls","Mélina",25
"10965","Total Belgium",2003,"Girls","Lobke",25
"10966","Total Belgium",2003,"Girls","Nette",25
"10967","Total Belgium",2003,"Girls","Eve",25
"10968","Total Belgium",2003,"Girls","Maxime",25
"10969","Total Belgium",2003,"Girls","Jasmine",25
"10970","Total Belgium",2003,"Girls","Lene",25
"10971","Total Belgium",2003,"Girls","Johanna",25
"10972","Total Belgium",2003,"Girls","Laurien",25
"10973","Total Belgium",2003,"Girls","Heleen",25
"10974","Total Belgium",2003,"Girls","Melike",25
"10975","Total Belgium",2003,"Girls","Nathalie",25
"10976","Total Belgium",2003,"Girls","Evelyne",25
"10977","Total Belgium",2003,"Girls","Annelies",25
"10978","Total Belgium",2003,"Girls","Soukaina",25
"10979","Total Belgium",2003,"Girls","Stefanie",25
"10980","Total Belgium",2003,"Girls","Rose",24
"10981","Total Belgium",2003,"Girls","Sasha",24
"10982","Total Belgium",2003,"Girls","Celia",24
"10983","Total Belgium",2003,"Girls","Nienke",24
"10984","Total Belgium",2003,"Girls","Emelie",24
"10985","Total Belgium",2003,"Girls","Asma",24
"10986","Total Belgium",2003,"Girls","Cassandre",24
"10987","Total Belgium",2003,"Girls","Luca",24
"10988","Total Belgium",2003,"Girls","Madison",24
"10989","Total Belgium",2003,"Girls","Soetkin",24
"10990","Total Belgium",2003,"Girls","Giulia",23
"10991","Total Belgium",2003,"Girls","Loes",23
"10992","Total Belgium",2003,"Girls","Saar",23
"10993","Total Belgium",2003,"Girls","Aïcha",23
"10994","Total Belgium",2003,"Girls","Meryem",23
"10995","Total Belgium",2003,"Girls","Anastasia",23
"10996","Total Belgium",2003,"Girls","Leyla",23
"10997","Total Belgium",2003,"Girls","Klara",23
"10998","Total Belgium",2003,"Girls","Sanne",23
"10999","Total Belgium",2003,"Girls","Ruth",23
"11000","Total Belgium",2003,"Girls","Hayley",23
"11001","Total Belgium",2003,"Girls","Mara",23
"11002","Total Belgium",2003,"Girls","Claudia",23
"11003","Total Belgium",2003,"Girls","Larissa",23
"11004","Total Belgium",2003,"Girls","Rana",23
"11005","Total Belgium",2003,"Girls","Deborah",23
"11006","Total Belgium",2003,"Girls","Esra",23
"11007","Total Belgium",2003,"Girls","Evi",23
"11008","Total Belgium",2003,"Girls","Marlies",23
"11009","Total Belgium",2003,"Girls","Shirley",23
"11010","Total Belgium",2003,"Girls","Mélissa",23
"11011","Total Belgium",2003,"Girls","Shannon",23
"11012","Total Belgium",2003,"Girls","Lauryne",23
"11013","Total Belgium",2003,"Girls","Lorie",23
"11014","Total Belgium",2003,"Girls","Lily",22
"11015","Total Belgium",2003,"Girls","Célestine",22
"11016","Total Belgium",2003,"Girls","Liana",22
"11017","Total Belgium",2003,"Girls","Nelle",22
"11018","Total Belgium",2003,"Girls","Louisa",22
"11019","Total Belgium",2003,"Girls","Aaliyah",22
"11020","Total Belgium",2003,"Girls","Marit",22
"11021","Total Belgium",2003,"Girls","Yasmin",22
"11022","Total Belgium",2003,"Girls","Lune",22
"11023","Total Belgium",2003,"Girls","Roxane",22
"11024","Total Belgium",2003,"Girls","Merve",22
"11025","Total Belgium",2003,"Girls","Nikita",22
"11026","Total Belgium",2003,"Girls","Sacha",22
"11027","Total Belgium",2003,"Girls","Lenka",22
"11028","Total Belgium",2003,"Girls","Katrijn",22
"11029","Total Belgium",2003,"Girls","Doriane",22
"11030","Total Belgium",2003,"Girls","Gizem",22
"11031","Total Belgium",2003,"Girls","Karen",22
"11032","Total Belgium",2003,"Girls","Léonie",21
"11033","Total Belgium",2003,"Girls","Lucy",21
"11034","Total Belgium",2003,"Girls","Nisa",21
"11035","Total Belgium",2003,"Girls","Céleste",21
"11036","Total Belgium",2003,"Girls","Diana",21
"11037","Total Belgium",2003,"Girls","Nada",21
"11038","Total Belgium",2003,"Girls","Thalia",21
"11039","Total Belgium",2003,"Girls","Luana",21
"11040","Total Belgium",2003,"Girls","Manou",21
"11041","Total Belgium",2003,"Girls","Zara",21
"11042","Total Belgium",2003,"Girls","Sila",21
"11043","Total Belgium",2003,"Girls","Valerie",21
"11044","Total Belgium",2003,"Girls","Megan",21
"11045","Total Belgium",2003,"Girls","Lieselotte",21
"11046","Total Belgium",2003,"Girls","Stephanie",21
"11047","Total Belgium",2003,"Girls","Cindy",21
"11048","Total Belgium",2003,"Girls","Virginie",21
"11049","Total Belgium",2003,"Girls","Ana",20
"11050","Total Belgium",2003,"Girls","Nona",20
"11051","Total Belgium",2003,"Girls","Estée",20
"11052","Total Belgium",2003,"Girls","Josephine",20
"11053","Total Belgium",2003,"Girls","Maren",20
"11054","Total Belgium",2003,"Girls","Alyssia",20
"11055","Total Belgium",2003,"Girls","Kaoutar",20
"11056","Total Belgium",2003,"Girls","Liesl",20
"11057","Total Belgium",2003,"Girls","Laïs",20
"11058","Total Belgium",2003,"Girls","Tania",20
"11059","Total Belgium",2003,"Girls","Gwenaëlle",20
"11060","Total Belgium",2003,"Girls","Nawal",20
"11061","Total Belgium",2003,"Girls","Tamara",20
"11062","Total Belgium",2003,"Girls","Natacha",20
"11063","Total Belgium",2003,"Girls","Sandy",20
"11064","Total Belgium",2003,"Girls","Armelle",20
"11065","Total Belgium",2003,"Girls","Mariem",20
"11066","Total Belgium",2003,"Girls","Gwendoline",20
"11067","Total Belgium",2003,"Girls","Mia",19
"11068","Total Belgium",2003,"Girls","Lila",19
"11069","Total Belgium",2003,"Girls","Zahra",19
"11070","Total Belgium",2003,"Girls","Milla",19
"11071","Total Belgium",2003,"Girls","Joy",19
"11072","Total Belgium",2003,"Girls","Layla",19
"11073","Total Belgium",2003,"Girls","Thaïs",19
"11074","Total Belgium",2003,"Girls","Irina",19
"11075","Total Belgium",2003,"Girls","Asmae",19
"11076","Total Belgium",2003,"Girls","Lamia",19
"11077","Total Belgium",2003,"Girls","Tara",19
"11078","Total Belgium",2003,"Girls","Vanina",19
"11079","Total Belgium",2003,"Girls","Geike",19
"11080","Total Belgium",2003,"Girls","Barbara",19
"11081","Total Belgium",2003,"Girls","Eveline",19
"11082","Total Belgium",2003,"Girls","Jitse",19
"11083","Total Belgium",2003,"Girls","Stacy",19
"11084","Total Belgium",2003,"Girls","Xena",19
"11085","Total Belgium",2003,"Girls","Ilham",19
"11086","Total Belgium",2003,"Girls","Madeline",19
"11087","Total Belgium",2003,"Girls","Oumaïma",19
"11088","Total Belgium",2003,"Girls","Coraline",19
"11089","Total Belgium",2003,"Girls","Danaë",19
"11090","Total Belgium",2003,"Girls","Inne",19
"11091","Total Belgium",2003,"Girls","Mandy",19
"11092","Total Belgium",2003,"Girls","Yoni",19
"11093","Total Belgium",2003,"Girls","Safae",18
"11094","Total Belgium",2003,"Girls","Elle",18
"11095","Total Belgium",2003,"Girls","Insaf",18
"11096","Total Belgium",2003,"Girls","Ilana",18
"11097","Total Belgium",2003,"Girls","Adriana",18
"11098","Total Belgium",2003,"Girls","Ayla",18
"11099","Total Belgium",2003,"Girls","Leïla",18
"11100","Total Belgium",2003,"Girls","Melisa",18
"11101","Total Belgium",2003,"Girls","Angel",18
"11102","Total Belgium",2003,"Girls","Gladys",18
"11103","Total Belgium",2003,"Girls","Mounia",18
"11104","Total Belgium",2003,"Girls","Bérénice",18
"11105","Total Belgium",2003,"Girls","Maëlys",17
"11106","Total Belgium",2003,"Girls","Laly",17
"11107","Total Belgium",2003,"Girls","Apolline",17
"11108","Total Belgium",2003,"Girls","Soumaya",17
"11109","Total Belgium",2003,"Girls","Violette",17
"11110","Total Belgium",2003,"Girls","Jenna",17
"11111","Total Belgium",2003,"Girls","Robin",17
"11112","Total Belgium",2003,"Girls","Renske",17
"11113","Total Belgium",2003,"Girls","Joanna",17
"11114","Total Belgium",2003,"Girls","Mathilde",17
"11115","Total Belgium",2003,"Girls","Méline",17
"11116","Total Belgium",2003,"Girls","Alexine",17
"11117","Total Belgium",2003,"Girls","Ayse",17
"11118","Total Belgium",2003,"Girls","Jinte",17
"11119","Total Belgium",2003,"Girls","Houda",17
"11120","Total Belgium",2003,"Girls","Emmanuelle",17
"11121","Total Belgium",2003,"Girls","Imani",17
"11122","Total Belgium",2003,"Girls","Kassandra",17
"11123","Total Belgium",2003,"Girls","Laurence",17
"11124","Total Belgium",2003,"Girls","Isabeau",17
"11125","Total Belgium",2003,"Girls","Loubna",17
"11126","Total Belgium",2003,"Girls","Yentl",17
"11127","Total Belgium",2003,"Girls","Sherley",17
"11128","Total Belgium",2003,"Girls","An-Sofie",17
"11129","Total Belgium",2003,"Girls","Leslie",17
"11130","Total Belgium",2003,"Girls","Maura",17
"11131","Total Belgium",2003,"Girls","Déborah",17
"11132","Total Belgium",2003,"Girls","Valentina",16
"11133","Total Belgium",2003,"Girls","Mina",16
"11134","Total Belgium",2003,"Girls","Soline",16
"11135","Total Belgium",2003,"Girls","Yuna",16
"11136","Total Belgium",2003,"Girls","Théa",16
"11137","Total Belgium",2003,"Girls","Liza",16
"11138","Total Belgium",2003,"Girls","Isa",16
"11139","Total Belgium",2003,"Girls","Sena",16
"11140","Total Belgium",2003,"Girls","Fatma",16
"11141","Total Belgium",2003,"Girls","Alissa",16
"11142","Total Belgium",2003,"Girls","Janelle",16
"11143","Total Belgium",2003,"Girls","Maite",16
"11144","Total Belgium",2003,"Girls","Isaura",16
"11145","Total Belgium",2003,"Girls","Magali",16
"11146","Total Belgium",2003,"Girls","Mette",16
"11147","Total Belgium",2003,"Girls","Sandra",16
"11148","Total Belgium",2003,"Girls","Philippine",16
"11149","Total Belgium",2003,"Girls","Sinem",16
"11150","Total Belgium",2003,"Girls","Sude",16
"11151","Total Belgium",2003,"Girls","Vicky",16
"11152","Total Belgium",2003,"Girls","Ymke",16
"11153","Total Belgium",2003,"Girls","Lauryn",16
"11154","Total Belgium",2003,"Girls","Birte",16
"11155","Total Belgium",2003,"Girls","Britney",16
"11156","Total Belgium",2003,"Girls","Priscillia",16
"11157","Total Belgium",2003,"Girls","Esma",15
"11158","Total Belgium",2003,"Girls","Melina",15
"11159","Total Belgium",2003,"Girls","Roxanne",15
"11160","Total Belgium",2003,"Girls","Faye",15
"11161","Total Belgium",2003,"Girls","Nicole",15
"11162","Total Belgium",2003,"Girls","Emely",15
"11163","Total Belgium",2003,"Girls","Aiko",15
"11164","Total Belgium",2003,"Girls","Eda",15
"11165","Total Belgium",2003,"Girls","Celina",15
"11166","Total Belgium",2003,"Girls","Lauranne",15
"11167","Total Belgium",2003,"Girls","Tia",15
"11168","Total Belgium",2003,"Girls","Saartje",15
"11169","Total Belgium",2003,"Girls","Fee",15
"11170","Total Belgium",2003,"Girls","Jelena",15
"11171","Total Belgium",2003,"Girls","Ilke",15
"11172","Total Belgium",2003,"Girls","Natasha",15
"11173","Total Belgium",2003,"Girls","Katrien",15
"11174","Total Belgium",2003,"Girls","Louka",15
"11175","Total Belgium",2003,"Girls","Antje",15
"11176","Total Belgium",2003,"Girls","Celien",15
"11177","Total Belgium",2003,"Girls","Oceane",15
"11178","Total Belgium",2003,"Girls","Liv",14
"11179","Total Belgium",2003,"Girls","Malak",14
"11180","Total Belgium",2003,"Girls","June",14
"11181","Total Belgium",2003,"Girls","Liene",14
"11182","Total Belgium",2003,"Girls","Aliya",14
"11183","Total Belgium",2003,"Girls","Safa",14
"11184","Total Belgium",2003,"Girls","Babette",14
"11185","Total Belgium",2003,"Girls","Asya",14
"11186","Total Belgium",2003,"Girls","Jozefien",14
"11187","Total Belgium",2003,"Girls","Zehra",14
"11188","Total Belgium",2003,"Girls","Faustine",14
"11189","Total Belgium",2003,"Girls","Cléo",14
"11190","Total Belgium",2003,"Girls","Celeste",14
"11191","Total Belgium",2003,"Girls","Lente",14
"11192","Total Belgium",2003,"Girls","Samira",14
"11193","Total Belgium",2003,"Girls","Dana",14
"11194","Total Belgium",2003,"Girls","Lieselot",14
"11195","Total Belgium",2003,"Girls","Oumayma",14
"11196","Total Belgium",2003,"Girls","Marina",14
"11197","Total Belgium",2003,"Girls","Noémi",14
"11198","Total Belgium",2003,"Girls","Damla",14
"11199","Total Belgium",2003,"Girls","Fiebe",14
"11200","Total Belgium",2003,"Girls","Francesca",14
"11201","Total Belgium",2003,"Girls","Jinthe",14
"11202","Total Belgium",2003,"Girls","Wissal",14
"11203","Total Belgium",2003,"Girls","Lydia",14
"11204","Total Belgium",2003,"Girls","Molly",14
"11205","Total Belgium",2003,"Girls","Auriane",14
"11206","Total Belgium",2003,"Girls","Enya",14
"11207","Total Belgium",2003,"Girls","Souhaila",14
"11208","Total Belgium",2003,"Girls","Ceren",14
"11209","Total Belgium",2003,"Girls","Lissa",14
"11210","Total Belgium",2003,"Girls","Priscilla",14
"11211","Total Belgium",2003,"Girls","Salima",14
"11212","Total Belgium",2003,"Girls","Jessie",14
"11213","Total Belgium",2003,"Girls","Angèle",14
"11214","Total Belgium",2003,"Girls","Chenoa",14
"11215","Total Belgium",2003,"Girls","Heike",14
"11216","Total Belgium",2003,"Girls","Dilay",14
"11217","Total Belgium",2003,"Girls","Mieke",14
"11218","Total Belgium",2003,"Girls","Anneleen",14
"11219","Total Belgium",2003,"Girls","Nazar",14
"11220","Total Belgium",2003,"Girls","Tabitha",14
"11221","Total Belgium",2003,"Girls","Livia",13
"11222","Total Belgium",2003,"Girls","Amelia",13
"11223","Total Belgium",2003,"Girls","Eléna",13
"11224","Total Belgium",2003,"Girls","Amélia",13
"11225","Total Belgium",2003,"Girls","Eden",13
"11226","Total Belgium",2003,"Girls","Hiba",13
"11227","Total Belgium",2003,"Girls","Mare",13
"11228","Total Belgium",2003,"Girls","Shanna",13
"11229","Total Belgium",2003,"Girls","Dalia",13
"11230","Total Belgium",2003,"Girls","Elin",13
"11231","Total Belgium",2003,"Girls","Talia",13
"11232","Total Belgium",2003,"Girls","Flora",13
"11233","Total Belgium",2003,"Girls","Miriam",13
"11234","Total Belgium",2003,"Girls","Ranya",13
"11235","Total Belgium",2003,"Girls","Amel",13
"11236","Total Belgium",2003,"Girls","Firdaous",13
"11237","Total Belgium",2003,"Girls","Rosa",13
"11238","Total Belgium",2003,"Girls","Tiana",13
"11239","Total Belgium",2003,"Girls","Youssra",13
"11240","Total Belgium",2003,"Girls","Zineb",13
"11241","Total Belgium",2003,"Girls","Nihad",13
"11242","Total Belgium",2003,"Girls","Linda",13
"11243","Total Belgium",2003,"Girls","Alycia",13
"11244","Total Belgium",2003,"Girls","Tiziana",13
"11245","Total Belgium",2003,"Girls","Morena",13
"11246","Total Belgium",2003,"Girls","Alissia",13
"11247","Total Belgium",2003,"Girls","Garance",13
"11248","Total Belgium",2003,"Girls","Hatice",13
"11249","Total Belgium",2003,"Girls","Chaima",13
"11250","Total Belgium",2003,"Girls","Lorine",13
"11251","Total Belgium",2003,"Girls","Catherine",13
"11252","Total Belgium",2003,"Girls","Shari",13
"11253","Total Belgium",2003,"Girls","Michèle",13
"11254","Total Belgium",2003,"Girls","Sudenaz",13
"11255","Total Belgium",2003,"Girls","Tracy",13
"11256","Total Belgium",2003,"Girls","Laurane",13
"11257","Total Belgium",2003,"Girls","Yente",13
"11258","Total Belgium",2003,"Girls","Alysson",13
"11259","Total Belgium",2003,"Girls","Ann-Sophie",13
"11260","Total Belgium",2003,"Girls","Chinouk",13
"11261","Total Belgium",2003,"Girls","Ebru",13
"11262","Total Belgium",2003,"Girls","Lamyae",13
"11263","Total Belgium",2003,"Girls","Lucca",13
"11264","Total Belgium",2003,"Girls","Lauriane",13
"11265","Total Belgium",2003,"Girls","Enora",12
"11266","Total Belgium",2003,"Girls","Elif",12
"11267","Total Belgium",2003,"Girls","Fenna",12
"11268","Total Belgium",2003,"Girls","Alina",12
"11269","Total Belgium",2003,"Girls","Flo",12
"11270","Total Belgium",2003,"Girls","Suzanne",12
"11271","Total Belgium",2003,"Girls","Annabelle",12
"11272","Total Belgium",2003,"Girls","Hasse",12
"11273","Total Belgium",2003,"Girls","Marie-Julie",12
"11274","Total Belgium",2003,"Girls","Ina",12
"11275","Total Belgium",2003,"Girls","Kendra",12
"11276","Total Belgium",2003,"Girls","Ariane",12
"11277","Total Belgium",2003,"Girls","Lora",12
"11278","Total Belgium",2003,"Girls","Auke",12
"11279","Total Belgium",2003,"Girls","Joana",12
"11280","Total Belgium",2003,"Girls","Joëlle",12
"11281","Total Belgium",2003,"Girls","Indy",12
"11282","Total Belgium",2003,"Girls","Inas",12
"11283","Total Belgium",2003,"Girls","Noortje",12
"11284","Total Belgium",2003,"Girls","Zaineb",12
"11285","Total Belgium",2003,"Girls","Amanda",12
"11286","Total Belgium",2003,"Girls","Dalila",12
"11287","Total Belgium",2003,"Girls","Anse",12
"11288","Total Belgium",2003,"Girls","Bauke",12
"11289","Total Belgium",2003,"Girls","Erine",12
"11290","Total Belgium",2003,"Girls","Cécile",12
"11291","Total Belgium",2003,"Girls","Candice",12
"11292","Total Belgium",2003,"Girls","Inez",12
"11293","Total Belgium",2003,"Girls","Mayté",12
"11294","Total Belgium",2003,"Girls","Oriane",12
"11295","Total Belgium",2003,"Girls","Victorine",12
"11296","Total Belgium",2003,"Girls","Alison",12
"11297","Total Belgium",2003,"Girls","Brenda",12
"11298","Total Belgium",2003,"Girls","Erica",12
"11299","Total Belgium",2003,"Girls","Ibe",12
"11300","Total Belgium",2003,"Girls","Lolita",12
"11301","Total Belgium",2003,"Girls","Océanne",12
"11302","Total Belgium",2003,"Girls","Steffi",12
"11303","Total Belgium",2003,"Girls","Morgan",12
"11304","Total Belgium",2003,"Girls","Phaedra",12
"11305","Total Belgium",2003,"Girls","Tatjana",12
"11306","Total Belgium",2003,"Girls","Ceyda",12
"11307","Total Belgium",2003,"Girls","Tinne",12
"11308","Total Belgium",2003,"Girls","Karo",12
"11309","Total Belgium",2003,"Girls","Hailey",11
"11310","Total Belgium",2003,"Girls","Eliza",11
"11311","Total Belgium",2003,"Girls","Léana",11
"11312","Total Belgium",2003,"Girls","Juline",11
"11313","Total Belgium",2003,"Girls","Séléna",11
"11314","Total Belgium",2003,"Girls","Josefien",11
"11315","Total Belgium",2003,"Girls","Noéline",11
"11316","Total Belgium",2003,"Girls","Rabia",11
"11317","Total Belgium",2003,"Girls","Raphaëlle",11
"11318","Total Belgium",2003,"Girls","Yenthe",11
"11319","Total Belgium",2003,"Girls","Sonia",11
"11320","Total Belgium",2003,"Girls","Malika",11
"11321","Total Belgium",2003,"Girls","Séréna",11
"11322","Total Belgium",2003,"Girls","Betül",11
"11323","Total Belgium",2003,"Girls","Jasmien",11
"11324","Total Belgium",2003,"Girls","Aïsha",11
"11325","Total Belgium",2003,"Girls","Yasemin",11
"11326","Total Belgium",2003,"Girls","Maïlys",11
"11327","Total Belgium",2003,"Girls","Cassy",11
"11328","Total Belgium",2003,"Girls","Mouna",11
"11329","Total Belgium",2003,"Girls","Bouchra",11
"11330","Total Belgium",2003,"Girls","Divine",11
"11331","Total Belgium",2003,"Girls","Loena",11
"11332","Total Belgium",2003,"Girls","Ameline",11
"11333","Total Belgium",2003,"Girls","Cyrielle",11
"11334","Total Belgium",2003,"Girls","Gwen",11
"11335","Total Belgium",2003,"Girls","Ihsane",11
"11336","Total Belgium",2003,"Girls","Kathleen",11
"11337","Total Belgium",2003,"Girls","Laureen",11
"11338","Total Belgium",2003,"Girls","Saskia",11
"11339","Total Belgium",2003,"Girls","Chaïmae",11
"11340","Total Belgium",2003,"Girls","Hanane",11
"11341","Total Belgium",2003,"Girls","Melda",11
"11342","Total Belgium",2003,"Girls","Romina",11
"11343","Total Belgium",2003,"Girls","Shanon",11
"11344","Total Belgium",2003,"Girls","Sydney",11
"11345","Total Belgium",2003,"Girls","Bieke",11
"11346","Total Belgium",2003,"Girls","Birthe",11
"11347","Total Belgium",2003,"Girls","Famke",11
"11348","Total Belgium",2003,"Girls","Shauni",11
"11349","Total Belgium",2003,"Girls","Ginger",11
"11350","Total Belgium",2003,"Girls","Lisa-Marie",11
"11351","Total Belgium",2003,"Girls","Nyah",11
"11352","Total Belgium",2003,"Girls","Sylke",11
"11353","Total Belgium",2003,"Girls","Kelsey",11
"11354","Total Belgium",2003,"Girls","Kiona",11
"11355","Total Belgium",2003,"Girls","Shauna",11
"11356","Total Belgium",2003,"Girls","Oona",10
"11357","Total Belgium",2003,"Girls","Esmée",10
"11358","Total Belgium",2003,"Girls","Grace",10
"11359","Total Belgium",2003,"Girls","Naomie",10
"11360","Total Belgium",2003,"Girls","Madeleine",10
"11361","Total Belgium",2003,"Girls","Angela",10
"11362","Total Belgium",2003,"Girls","Maja",10
"11363","Total Belgium",2003,"Girls","Wiam",10
"11364","Total Belgium",2003,"Girls","Eslem",10
"11365","Total Belgium",2003,"Girls","Renee",10
"11366","Total Belgium",2003,"Girls","Cléa",10
"11367","Total Belgium",2003,"Girls","Elza",10
"11368","Total Belgium",2003,"Girls","Leni",10
"11369","Total Belgium",2003,"Girls","Nena",10
"11370","Total Belgium",2003,"Girls","Elea",10
"11371","Total Belgium",2003,"Girls","Kayla",10
"11372","Total Belgium",2003,"Girls","Leah",10
"11373","Total Belgium",2003,"Girls","Sabrine",10
"11374","Total Belgium",2003,"Girls","Sakina",10
"11375","Total Belgium",2003,"Girls","Kaylee",10
"11376","Total Belgium",2003,"Girls","Luisa",10
"11377","Total Belgium",2003,"Girls","Diede",10
"11378","Total Belgium",2003,"Girls","Joni",10
"11379","Total Belgium",2003,"Girls","Nieke",10
"11380","Total Belgium",2003,"Girls","Catharina",10
"11381","Total Belgium",2003,"Girls","Hilal",10
"11382","Total Belgium",2003,"Girls","Patricia",10
"11383","Total Belgium",2003,"Girls","Kylie",10
"11384","Total Belgium",2003,"Girls","Annika",10
"11385","Total Belgium",2003,"Girls","Doha",10
"11386","Total Belgium",2003,"Girls","Nawel",10
"11387","Total Belgium",2003,"Girls","Evelyn",10
"11388","Total Belgium",2003,"Girls","Katia",10
"11389","Total Belgium",2003,"Girls","Myra",10
"11390","Total Belgium",2003,"Girls","Floriane",10
"11391","Total Belgium",2003,"Girls","Joline",10
"11392","Total Belgium",2003,"Girls","Kitana",10
"11393","Total Belgium",2003,"Girls","Kübra",10
"11394","Total Belgium",2003,"Girls","Liselotte",10
"11395","Total Belgium",2003,"Girls","Marika",10
"11396","Total Belgium",2003,"Girls","Pelin",10
"11397","Total Belgium",2003,"Girls","Shelsey",10
"11398","Total Belgium",2003,"Girls","Marianne",10
"11399","Total Belgium",2003,"Girls","Anne-Laure",10
"11400","Total Belgium",2003,"Girls","Catho",10
"11401","Total Belgium",2003,"Girls","Chimène",10
"11402","Total Belgium",2003,"Girls","Cloë",10
"11403","Total Belgium",2003,"Girls","Ghizlane",10
"11404","Total Belgium",2003,"Girls","Griet",10
"11405","Total Belgium",2003,"Girls","Jelka",10
"11406","Total Belgium",2003,"Girls","Jenifer",10
"11407","Total Belgium",2003,"Girls","Katharina",10
"11408","Total Belgium",2003,"Girls","Katoo",10
"11409","Total Belgium",2003,"Girls","Loana",10
"11410","Total Belgium",2003,"Girls","Marijke",10
"11411","Total Belgium",2003,"Girls","Nabila",10
"11412","Total Belgium",2003,"Girls","Rayna",10
"11413","Total Belgium",2003,"Girls","Dorine",10
"11414","Total Belgium",2003,"Girls","Ségolène",10
"11415","Total Belgium",2003,"Girls","Stella",9
"11416","Total Belgium",2003,"Girls","Billie",9
"11417","Total Belgium",2003,"Girls","Louane",9
"11418","Total Belgium",2003,"Girls","Annabel",9
"11419","Total Belgium",2003,"Girls","Victoire",9
"11420","Total Belgium",2003,"Girls","Alixe",9
"11421","Total Belgium",2003,"Girls","Jasmijn",9
"11422","Total Belgium",2003,"Girls","Elia",9
"11423","Total Belgium",2003,"Girls","Iliana",9
"11424","Total Belgium",2003,"Girls","Gabriela",9
"11425","Total Belgium",2003,"Girls","Zaynab",9
"11426","Total Belgium",2003,"Girls","Eleni",9
"11427","Total Belgium",2003,"Girls","Ona",9
"11428","Total Belgium",2003,"Girls","Alana",9
"11429","Total Belgium",2003,"Girls","Hanae",9
"11430","Total Belgium",2003,"Girls","Basma",9
"11431","Total Belgium",2003,"Girls","Andrea",9
"11432","Total Belgium",2003,"Girls","Anisa",9
"11433","Total Belgium",2003,"Girls","Pia",9
"11434","Total Belgium",2003,"Girls","Abigail",9
"11435","Total Belgium",2003,"Girls","Benthe",9
"11436","Total Belgium",2003,"Girls","Annaëlle",9
"11437","Total Belgium",2003,"Girls","Defne",9
"11438","Total Belgium",2003,"Girls","Feyza",9
"11439","Total Belgium",2003,"Girls","Asmaa",9
"11440","Total Belgium",2003,"Girls","Daniela",9
"11441","Total Belgium",2003,"Girls","Kira",9
"11442","Total Belgium",2003,"Girls","Leeloo",9
"11443","Total Belgium",2003,"Girls","Alex",9
"11444","Total Belgium",2003,"Girls","Yaren",9
"11445","Total Belgium",2003,"Girls","Jasmin",9
"11446","Total Belgium",2003,"Girls","Noemi",9
"11447","Total Belgium",2003,"Girls","Aster",9
"11448","Total Belgium",2003,"Girls","Buse",9
"11449","Total Belgium",2003,"Girls","Laila",9
"11450","Total Belgium",2003,"Girls","Merle",9
"11451","Total Belgium",2003,"Girls","Wassima",9
"11452","Total Belgium",2003,"Girls","Calista",9
"11453","Total Belgium",2003,"Girls","Cara",9
"11454","Total Belgium",2003,"Girls","Jitte",9
"11455","Total Belgium",2003,"Girls","Jolie",9
"11456","Total Belgium",2003,"Girls","Manuela",9
"11457","Total Belgium",2003,"Girls","Aurélia",9
"11458","Total Belgium",2003,"Girls","Isis",9
"11459","Total Belgium",2003,"Girls","Lani",9
"11460","Total Belgium",2003,"Girls","Zohra",9
"11461","Total Belgium",2003,"Girls","Angélique",9
"11462","Total Belgium",2003,"Girls","Anika",9
"11463","Total Belgium",2003,"Girls","Eugénie",9
"11464","Total Belgium",2003,"Girls","Jenny",9
"11465","Total Belgium",2003,"Girls","Moïra",9
"11466","Total Belgium",2003,"Girls","Xenia",9
"11467","Total Belgium",2003,"Girls","Clotilde",9
"11468","Total Belgium",2003,"Girls","Jorien",9
"11469","Total Belgium",2003,"Girls","Moira",9
"11470","Total Belgium",2003,"Girls","Paloma",9
"11471","Total Belgium",2003,"Girls","Sari",9
"11472","Total Belgium",2003,"Girls","Séphora",9
"11473","Total Belgium",2003,"Girls","Belle",9
